./images/grayscale_by_cols.pgm,1,104857600,1,1,rows-only,0.000000,0.356404,0.000012,1.677325,1.583262,0.943921,3.617004
./images/grayscale_by_cols.pgm,1,104857600,1,2,rows-only,0.000000,0.356404,0.000012,1.620861,1.583262,0.976803,3.560539
./images/grayscale_by_cols.pgm,1,104857600,1,4,rows-only,0.000000,0.356404,0.000012,1.621690,1.583262,0.976304,3.561368
./images/grayscale_by_cols.pgm,1,104857600,1,8,rows-only,0.000000,0.356404,0.000012,1.622532,1.583262,0.975797,3.562211
./images/grayscale_by_cols.pgm,1,104857600,1,16,rows-only,0.000000,0.356404,0.000012,1.623121,1.583262,0.975443,3.562799
./images/grayscale_by_cols.pgm,1,104857600,1,32,rows-only,0.000000,0.356404,0.000012,1.621201,1.583262,0.976598,3.560880
./images/grayscale_by_cols.pgm,1,104857600,1,64,rows-only,0.000000,0.356404,0.000012,1.623306,1.583262,0.975332,3.562984
./images/grayscale_by_cols.pgm,1,104857600,1,128,rows-only,0.000000,0.356404,0.000012,1.622140,1.583262,0.976033,3.561819
./images/grayscale_by_cols.pgm,1,104857600,1,256,rows-only,0.000000,0.356404,0.000012,1.623428,1.583262,0.975258,3.563107
./images/grayscale_by_cols.pgm,1,104857600,1,512,rows-only,0.000000,0.356404,0.000012,1.621587,1.583262,0.976366,3.561266
./images/grayscale_by_cols.pgm,1,104857600,2,1,rows-only,0.000000,0.356404,0.000012,1.623312,1.583262,0.975328,3.562990
./images/grayscale_by_cols.pgm,1,104857600,2,2,rows-only,0.000000,0.356404,0.000012,1.625732,1.583262,0.973876,3.565411
./images/grayscale_by_cols.pgm,1,104857600,2,4,rows-only,0.000000,0.356404,0.000012,1.621336,1.583262,0.976517,3.561014
./images/grayscale_by_cols.pgm,1,104857600,2,8,rows-only,0.000000,0.356404,0.000012,1.626054,1.583262,0.973683,3.565733
./images/grayscale_by_cols.pgm,1,104857600,2,16,rows-only,0.000000,0.356404,0.000012,1.624611,1.583262,0.974548,3.564290
./images/grayscale_by_cols.pgm,1,104857600,2,32,rows-only,0.000000,0.356404,0.000012,1.623367,1.583262,0.975295,3.563046
./images/grayscale_by_cols.pgm,1,104857600,2,64,rows-only,0.000000,0.356404,0.000012,1.622990,1.583262,0.975522,3.562669
./images/grayscale_by_cols.pgm,1,104857600,2,128,rows-only,0.000000,0.356404,0.000012,1.626217,1.583262,0.973586,3.565896
./images/grayscale_by_cols.pgm,1,104857600,2,256,rows-only,0.000000,0.356404,0.000012,1.622482,1.583262,0.975827,3.562161
./images/grayscale_by_cols.pgm,1,104857600,2,512,rows-only,0.000000,0.356404,0.000012,1.623764,1.583262,0.975057,3.563442
./images/grayscale_by_cols.pgm,1,104857600,3,1,rows-only,0.000000,0.356404,0.000012,1.623513,1.583262,0.975208,3.563191
./images/grayscale_by_cols.pgm,1,104857600,3,2,rows-only,0.000000,0.356404,0.000012,1.623288,1.583262,0.975343,3.562967
./images/grayscale_by_cols.pgm,1,104857600,3,4,rows-only,0.000000,0.356404,0.000012,1.623884,1.583262,0.974984,3.563563
./images/grayscale_by_cols.pgm,1,104857600,3,8,rows-only,0.000000,0.356404,0.000012,1.622629,1.583262,0.975739,3.562308
./images/grayscale_by_cols.pgm,1,104857600,3,16,rows-only,0.000000,0.356404,0.000012,1.624198,1.583262,0.974796,3.563876
./images/grayscale_by_cols.pgm,1,104857600,3,32,rows-only,0.000000,0.356404,0.000012,1.625311,1.583262,0.974129,3.564990
./images/grayscale_by_cols.pgm,1,104857600,3,64,rows-only,0.000000,0.356404,0.000012,1.620800,1.583262,0.976840,3.560479
./images/grayscale_by_cols.pgm,1,104857600,3,128,rows-only,0.000000,0.356404,0.000012,1.624831,1.583262,0.974416,3.564510
./images/grayscale_by_cols.pgm,1,104857600,3,256,rows-only,0.000000,0.356404,0.000012,1.625317,1.583262,0.974125,3.564995
./images/grayscale_by_cols.pgm,1,104857600,3,512,rows-only,0.000000,0.356404,0.000012,1.624264,1.583262,0.974757,3.563942
./images/grayscale_by_cols.pgm,1,104857600,4,1,rows-only,0.000000,0.356404,0.000012,1.624091,1.583262,0.974861,3.563769
./images/grayscale_by_cols.pgm,1,104857600,4,2,rows-only,0.000000,0.356404,0.000012,1.625828,1.583262,0.973819,3.565507
./images/grayscale_by_cols.pgm,1,104857600,4,4,rows-only,0.000000,0.356404,0.000012,1.627421,1.583262,0.972866,3.567100
./images/grayscale_by_cols.pgm,1,104857600,4,8,rows-only,0.000000,0.356404,0.000012,1.625262,1.583262,0.974158,3.564941
./images/grayscale_by_cols.pgm,1,104857600,4,16,rows-only,0.000000,0.356404,0.000012,1.619721,1.583262,0.977491,3.559400
./images/grayscale_by_cols.pgm,1,104857600,4,32,rows-only,0.000000,0.356404,0.000012,1.622090,1.583262,0.976063,3.561768
./images/grayscale_by_cols.pgm,1,104857600,4,64,rows-only,0.000000,0.356404,0.000012,1.623130,1.583262,0.975438,3.562809
./images/grayscale_by_cols.pgm,1,104857600,4,128,rows-only,0.000000,0.356404,0.000012,1.624600,1.583262,0.974555,3.564279
./images/grayscale_by_cols.pgm,1,104857600,4,256,rows-only,0.000000,0.356404,0.000012,1.626396,1.583262,0.973479,3.566074
./images/grayscale_by_cols.pgm,1,104857600,4,512,rows-only,0.000000,0.356404,0.000012,1.622474,1.583262,0.975832,3.562152
./images/grayscale_by_cols.pgm,1,104857600,1,1,collapse(2),0.000000,0.356404,0.000012,1.625614,1.583262,0.973947,3.565292
./images/grayscale_by_cols.pgm,1,104857600,1,2,collapse(2),0.000000,0.356404,0.000012,1.624326,1.583262,0.974720,3.564004
./images/grayscale_by_cols.pgm,1,104857600,1,4,collapse(2),0.000000,0.356404,0.000012,1.622309,1.583262,0.975931,3.561988
./images/grayscale_by_cols.pgm,1,104857600,1,8,collapse(2),0.000000,0.356404,0.000012,1.621172,1.583262,0.976616,3.560850
./images/grayscale_by_cols.pgm,1,104857600,1,16,collapse(2),0.000000,0.356404,0.000012,1.625048,1.583262,0.974287,3.564726
./images/grayscale_by_cols.pgm,1,104857600,1,32,collapse(2),0.000000,0.356404,0.000012,1.623834,1.583262,0.975015,3.563513
./images/grayscale_by_cols.pgm,1,104857600,1,64,collapse(2),0.000000,0.356404,0.000012,1.623584,1.583262,0.975165,3.563263
./images/grayscale_by_cols.pgm,1,104857600,1,128,collapse(2),0.000000,0.356404,0.000012,1.625775,1.583262,0.973851,3.565453
